AnkursFoil
1.000000 0.000000
0.985001 0.002337
0.970004 0.004551
0.955013 0.006644
0.940032 0.008619
0.925062 0.010477
0.910108 0.012222
0.895172 0.013855
0.880256 0.015380
0.865364 0.016800
0.850500 0.018115
0.835665 0.019329
0.820864 0.020445
0.806098 0.021465
0.791372 0.022391
0.776687 0.023226
0.762048 0.023972
0.747456 0.024632
0.732916 0.025208
0.718429 0.025703
0.704000 0.026120
0.689631 0.026460
0.675324 0.026727
0.661084 0.026922
0.646912 0.027049
0.632812 0.027109
0.618788 0.027106
0.604842 0.027041
0.590976 0.026918
0.577194 0.026738
0.563500 0.026505
0.549895 0.026220
0.536384 0.025887
0.522968 0.025507
0.509652 0.025083
0.496437 0.024618
0.483328 0.024114
0.470326 0.023574
0.457436 0.023000
0.444660 0.022394
0.432000 0.021760
0.419460 0.021099
0.407044 0.020415
0.394753 0.019708
0.382592 0.018983
0.370563 0.018242
0.358668 0.017486
0.346912 0.016720
0.335296 0.015944
0.323825 0.015161
0.312500 0.014375
0.301325 0.013587
0.290304 0.012800
0.279438 0.012017
0.268732 0.011240
0.258187 0.010471
0.247808 0.009713
0.237596 0.008968
0.227556 0.008239
0.217690 0.007529
0.208000 0.006840
0.198491 0.006174
0.189164 0.005534
0.180024 0.004923
0.171072 0.004342
0.162312 0.003794
0.153748 0.003283
0.145381 0.002810
0.137216 0.002377
0.129254 0.001988
0.121500 0.001645
0.113956 0.001350
0.106624 0.001106
0.099509 0.000915
0.092612 0.000780
0.085938 0.000703
0.079488 0.000687
0.073266 0.000734
0.067276 0.000847
0.061519 0.001028
0.056000 0.001280
0.050720 0.001605
0.045684 0.002006
0.040893 0.002485
0.036352 0.003044
0.032063 0.003687
0.028028 0.004415
0.024252 0.005232
0.020736 0.006139
0.017484 0.007139
0.014500 0.008235
0.011785 0.009429
0.009344 0.010724
0.007178 0.012121
0.005292 0.013624
0.003687 0.015236
0.002368 0.016957
0.001337 0.018792
0.000596 0.020743
0.000150 0.022811
0.000000 0.025000
0.000120 0.027257
0.000478 0.029527
0.001075 0.031809
0.001907 0.034099
0.002975 0.036397
0.004277 0.038700
0.005811 0.041006
0.007578 0.043314
0.009574 0.045621
0.011800 0.047925
0.014254 0.050225
0.016934 0.052518
0.019841 0.054803
0.022971 0.057078
0.026325 0.059341
0.029901 0.061589
0.033697 0.063821
0.037714 0.066035
0.041948 0.068228
0.046400 0.070400
0.051068 0.072548
0.055950 0.074669
0.061047 0.076763
0.066355 0.078827
0.071875 0.080859
0.077605 0.082858
0.083543 0.084821
0.089690 0.086746
0.096042 0.088631
0.102600 0.090475
0.109362 0.092275
0.116326 0.094030
0.123493 0.095738
0.130859 0.097396
0.138425 0.099003
0.146189 0.100557
0.154149 0.102055
0.162306 0.103497
0.170656 0.104879
0.179200 0.106200
0.187936 0.107458
0.196862 0.108651
0.205979 0.109778
0.215283 0.110835
0.224775 0.111822
0.234453 0.112736
0.244315 0.113575
0.254362 0.114338
0.264590 0.115022
0.275000 0.115625
0.285590 0.116146
0.296358 0.116582
0.307305 0.116932
0.318427 0.117194
0.329725 0.117366
0.341197 0.117445
0.352841 0.117430
0.364658 0.117319
0.376644 0.117109
0.388800 0.116800
0.401124 0.116389
0.413614 0.115873
0.426271 0.115252
0.439091 0.114523
0.452075 0.113684
0.465221 0.112734
0.478527 0.111670
0.491994 0.110490
0.505618 0.109192
0.519400 0.107775
0.533338 0.106236
0.547430 0.104574
0.561677 0.102787
0.576075 0.100872
0.590625 0.098828
0.605325 0.096653
0.620173 0.094344
0.635170 0.091901
0.650312 0.089320
0.665600 0.086600
0.681032 0.083739
0.696606 0.080735
0.712323 0.077587
0.728179 0.074291
0.744175 0.070847
0.760309 0.067252
0.776579 0.063504
0.792986 0.059602
0.809526 0.055543
0.826200 0.051325
0.843006 0.046947
0.859942 0.042406
0.877009 0.037701
0.894203 0.032830
0.911525 0.027791
0.928973 0.022581
0.946545 0.017199
0.964242 0.011643
0.982060 0.005910
1.000000 0.000000
